iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_100k
OWID_WRL,World,2020-04-14,1882211,66017,120548,5371,241.47,8.469,15.465,0.689,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-15,1958813,76602,128152,7604,251.297,9.827,16.441,0.976,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-16,2038561,79748,138672,10520,261.528,10.231,17.79,1.35,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-17,2121523,82962,147381,8709,272.172,10.643,18.908,1.117,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-18,2203417,81894,155949,8568,282.678,10.506,20.007,1.099,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-19,2283158,79741,162442,6493,292.908,10.23,20.84,0.833,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-20,2355301,72143,167478,5036,302.163,9.255,21.486,0.646,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-21,2431261,75960,172814,5336,311.908,9.745,22.17,0.685,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-22,2516991,85730,180098,7284,322.906,10.998,23.105,0.934,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-23,2583279,66288,186201,6103,331.411,8.504,23.888,0.783,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-24,2660713,77434,193645,7444,341.345,9.934,24.843,0.955,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-25,2734478,73765,199077,5432,350.808,9.463,25.54,0.697,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-26,2835026,100548,205323,6246,363.707,12.899,26.341,0.801,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-27,2918082,83056,209251,3928,374.363,10.655,26.845,0.504,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-28,2983864,65782,214141,4890,382.802,8.439,27.472,0.627,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-29,3055429,71565,220659,6518,391.983,9.181,28.308,0.836,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-04-30,3133235,77806,227330,6671,401.965,9.982,29.164,0.856,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-01,3217821,84586,232864,5534,412.816,10.852,29.874,0.71,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-02,3309563,91742,238704,5840,424.586,11.77,30.623,0.749,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
OWID_WRL,World,2020-05-03,3390732,81169,243469,4765,434.999,10.413,31.235,0.611,,,,,,,,,7794798729.0,58.045,30.9,8.696,5.355,15469.207,10.0,233.07,8.51,6.434,34.635,60.13,2.705
